Data;Ultimo;Abertura;Max;Min;Vol;Var(%);
31.07.2020;2.733,12;2.733,68;2.741,02;2.731,47;-;-0,02;
30.07.2020;2.733,65;2.723,20;2.733,69;2.722,29;-;0,38;
29.07.2020;2.723,24;2.722,70;2.727,80;2.719,42;-;0,02;
28.07.2020;2.722,71;2.722,74;2.725,38;2.717,41;-;-0,00;
27.07.2020;2.722,77;2.730,89;2.734,05;2.722,77;-;-0,30;
24.07.2020;2.730,92;2.732,84;2.735,95;2.724,81;-;-0,07;
23.07.2020;2.732,84;2.735,69;2.740,97;2.732,19;-;-0,10;
22.07.2020;2.735,69;2.732,18;2.736,82;2.730,54;-;0,13;
21.07.2020;2.732,19;2.724,51;2.732,82;2.724,51;-;0,28;
20.07.2020;2.724,51;2.741,64;2.746,16;2.723,67;-;-0,62;
17.07.2020;2.741,64;2.743,61;2.749,93;2.741,25;-;-0,07;
16.07.2020;2.743,44;2.746,23;2.749,10;2.741,45;-;-0,10;
15.07.2020;2.746,23;2.742,70;2.749,53;2.742,70;-;0,13;
14.07.2020;2.742,70;2.751,19;2.753,77;2.741,75;-;-0,31;
13.07.2020;2.751,18;2.766,87;2.769,97;2.751,08;-;-0,57;
10.07.2020;2.766,91;2.766,10;2.767,15;2.757,14;-;0,03;
09.07.2020;2.766,10;2.779,58;2.781,76;2.762,61;-;-0,48;
08.07.2020;2.779,58;2.798,33;2.798,81;2.771,68;-;-0,67;
07.07.2020;2.798,33;2.802,39;2.808,18;2.796,48;-;-0,15;
06.07.2020;2.802,41;2.813,16;2.816,59;2.802,17;-;-0,38;
03.07.2020;2.813,16;2.813,15;2.817,24;2.811,13;-;0,00;
02.07.2020;2.813,15;2.816,04;2.823,17;2.812,81;-;-0,10;
01.07.2020;2.816,04;2.806,30;2.818,84;2.806,17;-;0,35;
30.06.2020;2.806,28;2.787,24;2.806,28;2.787,24;-;0,68;
29.06.2020;2.787,24;2.790,38;2.795,71;2.786,37;-;-0,11;
26.06.2020;2.790,38;2.793,05;2.798,20;2.789,09;-;-0,10;
25.06.2020;2.793,05;2.786,81;2.793,74;2.786,81;-;0,23;
24.06.2020;2.786,72;2.793,51;2.796,36;2.783,32;-;-0,24;
23.06.2020;2.793,51;2.792,44;2.800,16;2.791,75;-;0,04;
22.06.2020;2.792,42;2.804,07;2.806,98;2.792,42;-;-0,41;
19.06.2020;2.804,01;2.794,62;2.808,14;2.794,62;-;0,33;
18.06.2020;2.794,67;2.789,07;2.799,74;2.789,07;-;0,20;
17.06.2020;2.789,07;2.783,50;2.792,10;2.783,50;-;0,20;
16.06.2020;2.783,49;2.777,82;2.793,78;2.777,82;-;0,20;
15.06.2020;2.777,82;2.782,02;2.783,03;2.752,29;-;-0,15;
12.06.2020;2.782,02;2.799,33;2.799,33;2.750,29;-;-0,62;
10.06.2020;2.799,38;2.792,45;2.804,66;2.792,45;-;0,25;
09.06.2020;2.792,45;2.793,48;2.799,52;2.792,20;-;-0,04;
08.06.2020;2.793,52;2.772,83;2.800,78;2.772,83;-;0,75;
05.06.2020;2.772,83;2.744,66;2.774,15;2.744,66;-;1,02;
04.06.2020;2.744,80;2.730,48;2.745,75;2.730,48;-;0,53;
03.06.2020;2.730,43;2.704,72;2.732,16;2.704,72;-;0,95;
02.06.2020;2.704,72;2.676,23;2.708,94;2.676,23;-;1,06;
01.06.2020;2.676,23;2.657,77;2.677,16;2.657,58;-;0,70;
29.05.2020;2.657,68;2.640,53;2.658,83;2.640,53;-;0,66;
28.05.2020;2.640,32;2.627,95;2.641,95;2.627,95;-;0,47;
27.05.2020;2.627,96;2.615,54;2.632,30;2.615,54;-;0,47;
26.05.2020;2.615,54;2.604,40;2.619,19;2.602,78;-;0,43;
25.05.2020;2.604,32;2.588,11;2.608,03;2.588,11;-;0,63;
22.05.2020;2.588,10;2.575,66;2.588,92;2.572,89;-;0,48;
21.05.2020;2.575,66;2.569,91;2.576,90;2.569,91;-;0,22;
20.05.2020;2.569,90;2.567,44;2.574,84;2.567,44;-;0,10;
19.05.2020;2.567,31;2.563,83;2.574,99;2.563,83;-;0,14;
18.05.2020;2.563,83;2.563,29;2.577,10;2.560,05;-;0,02;
15.05.2020;2.563,30;2.548,17;2.565,96;2.548,17;-;0,60;
14.05.2020;2.548,03;2.558,78;2.558,78;2.533,78;-;-0,41;
13.05.2020;2.558,59;2.581,22;2.587,68;2.554,76;-;-0,88;
12.05.2020;2.581,18;2.588,00;2.594,65;2.580,82;-;-0,27;
11.05.2020;2.588,09;2.582,78;2.592,00;2.582,78;-;0,21;
08.05.2020;2.582,78;2.580,00;2.591,58;2.580,00;-;0,11;
07.05.2020;2.579,97;2.586,36;2.601,29;2.579,68;-;-0,25;
06.05.2020;2.586,36;2.587,55;2.599,63;2.584,41;-;-0,05;
05.05.2020;2.587,55;2.582,54;2.600,12;2.582,54;-;0,20;
04.05.2020;2.582,49;2.603,55;2.603,55;2.571,03;-;-0,81;
30.04.2020;2.603,62;2.593,33;2.604,50;2.591,13;-;0,40;
29.04.2020;2.593,26;2.572,87;2.594,74;2.572,87;-;0,79;
28.04.2020;2.572,87;2.556,91;2.576,05;2.556,91;-;0,62;
27.04.2020;2.556,91;2.528,53;2.563,01;2.528,53;-;1,12;
24.04.2020;2.528,53;2.592,54;2.597,51;2.526,24;-;-2,47;
23.04.2020;2.592,54;2.573,11;2.599,57;2.573,11;-;0,76;
22.04.2020;2.573,06;2.555,55;2.577,55;2.555,55;-;0,69;
20.04.2020;2.555,55;2.559,47;2.563,27;2.551,47;-;-0,15;
17.04.2020;2.559,48;2.550,18;2.571,20;2.550,18;-;0,36;
16.04.2020;2.550,18;2.544,44;2.557,10;2.544,44;-;0,23;
15.04.2020;2.544,44;2.549,17;2.549,74;2.542,36;-;-0,19;
14.04.2020;2.549,17;2.527,66;2.556,33;2.527,66;-;0,85;
13.04.2020;2.527,66;2.520,20;2.529,18;2.514,66;-;0,30;
09.04.2020;2.520,21;2.503,82;2.524,57;2.503,82;-;0,65;
08.04.2020;2.503,81;2.484,54;2.505,15;2.480,69;-;0,82;
07.04.2020;2.483,42;2.438,10;2.484,02;2.438,10;-;1,86;
06.04.2020;2.438,11;2.417,74;2.460,63;2.417,74;-;0,84;
03.04.2020;2.417,74;2.445,81;2.458,05;2.413,29;-;-1,14;
02.04.2020;2.445,74;2.464,30;2.481,64;2.445,74;-;-0,75;
01.04.2020;2.464,29;2.494,18;2.494,19;2.427,09;-;-1,20;
31.03.2020;2.494,10;2.477,26;2.503,99;2.477,26;-;0,68;
30.03.2020;2.477,30;2.468,84;2.485,35;2.459,33;-;0,34;
27.03.2020;2.468,85;2.443,10;2.469,58;2.404,11;-;1,05;
26.03.2020;2.443,24;2.360,05;2.460,71;2.353,56;-;3,52;
25.03.2020;2.360,05;2.231,36;2.362,24;2.231,36;-;5,82;
24.03.2020;2.230,21;2.169,26;2.248,93;2.169,26;-;2,81;
23.03.2020;2.169,26;2.276,59;2.276,59;2.103,79;-;-4,71;
20.03.2020;2.276,60;2.207,27;2.377,47;2.207,27;-;3,14;
19.03.2020;2.207,27;2.187,38;2.223,10;1.883,17;-;0,91;
18.03.2020;2.187,38;2.520,96;2.520,96;2.161,43;-;-13,23;
17.03.2020;2.520,90;2.575,92;2.587,41;2.511,64;-;-2,13;
16.03.2020;2.575,81;2.701,07;2.701,07;2.546,34;-;-4,64;
13.03.2020;2.701,07;2.661,68;2.769,38;2.661,68;-;1,49;
12.03.2020;2.661,41;2.848,48;2.848,48;2.602,06;-;-6,57;
11.03.2020;2.848,51;2.901,82;2.912,48;2.843,40;-;-1,83;
10.03.2020;2.901,68;2.860,99;2.911,16;2.860,99;-;1,42;
09.03.2020;2.861,03;2.966,37;2.966,37;2.826,56;-;-3,55;
06.03.2020;2.966,33;2.993,94;2.993,94;2.960,49;-;-0,92;
05.03.2020;2.993,95;3.002,80;3.007,95;2.992,01;-;-0,29;
04.03.2020;3.002,80;2.999,09;3.008,86;2.999,09;-;0,12;
03.03.2020;2.999,09;2.985,36;3.007,25;2.985,36;-;0,46;
02.03.2020;2.985,33;2.963,81;2.986,65;2.963,81;-;0,73;
28.02.2020;2.963,81;2.972,36;2.974,45;2.957,86;-;-0,29;
27.02.2020;2.972,46;2.972,82;2.977,21;2.962,51;-;-0,01;
26.02.2020;2.972,68;3.017,56;3.017,56;2.941,22;-;-1,49;
21.02.2020;3.017,57;3.013,12;3.021,79;3.013,09;-;0,15;
20.02.2020;3.013,12;3.012,92;3.019,39;3.012,55;-;0,01;
19.02.2020;3.012,92;3.025,35;3.030,25;3.011,98;-;-0,41;
18.02.2020;3.025,36;3.046,93;3.050,73;3.023,95;-;-0,71;
17.02.2020;3.046,95;3.049,03;3.053,10;3.039,44;-;-0,06;
14.02.2020;3.048,93;3.039,53;3.052,55;3.039,33;-;0,31;
13.02.2020;3.039,60;3.034,07;3.041,95;3.032,25;-;0,18;
12.02.2020;3.034,20;3.020,38;3.036,70;3.020,38;-;0,46;
11.02.2020;3.020,31;3.004,60;3.022,02;3.004,60;-;0,52;
10.02.2020;3.004,57;3.028,28;3.029,12;3.004,57;-;-0,78;
07.02.2020;3.028,28;3.042,86;3.049,24;3.027,64;-;-0,48;
06.02.2020;3.042,87;3.048,46;3.059,48;3.042,26;-;-0,18;
05.02.2020;3.048,45;3.058,68;3.061,85;3.047,66;-;-0,33;
04.02.2020;3.058,55;3.055,99;3.068,46;3.055,48;-;0,08;
03.02.2020;3.056,00;3.077,32;3.078,70;3.056,00;-;-0,69;
31.01.2020;3.077,28;3.076,05;3.087,08;3.076,05;-;0,04;
30.01.2020;3.076,05;3.087,90;3.089,14;3.067,87;-;-0,38;
29.01.2020;3.087,90;3.100,09;3.108,45;3.085,10;-;-0,39;
28.01.2020;3.100,09;3.092,24;3.104,16;3.090,48;-;0,25;
27.01.2020;3.092,23;3.119,80;3.120,27;3.091,67;-;-0,89;
24.01.2020;3.119,91;3.121,20;3.129,06;3.119,62;-;-0,04;
23.01.2020;3.121,21;3.120,39;3.123,71;3.117,28;-;0,03;
22.01.2020;3.120,40;3.126,06;3.133,89;3.119,44;-;-0,18;
21.01.2020;3.126,08;3.139,26;3.142,33;3.126,06;-;-0,42;
20.01.2020;3.139,22;3.151,02;3.153,90;3.137,85;-;-0,38;
17.01.2020;3.151,07;3.162,31;3.167,13;3.149,17;-;-0,36;
16.01.2020;3.162,30;3.175,14;3.180,99;3.161,90;-;-0,41;
15.01.2020;3.175,20;3.182,49;3.187,44;3.173,22;-;-0,23;
14.01.2020;3.182,53;3.179,43;3.186,47;3.177,68;-;0,10;
13.01.2020;3.179,40;3.174,95;3.189,01;3.174,91;-;0,14;
10.01.2020;3.174,95;3.167,27;3.179,77;3.164,44;-;0,24;
09.01.2020;3.167,49;3.183,95;3.194,91;3.167,49;-;-0,52;
08.01.2020;3.183,95;3.239,85;3.243,03;3.140,33;-;-1,72;
07.01.2020;3.239,81;3.249,50;3.263,66;3.238,95;-;-0,30;
06.01.2020;3.249,50;3.253,76;3.261,07;3.243,99;-;-0,13;
03.01.2020;3.253,76;3.225,09;3.256,23;3.225,09;-;0,89;
02.01.2020;3.225,15;3.197,57;3.228,66;3.195,97;-;0,86;
30.12.2019;3.197,58;3.169,29;3.200,16;3.169,29;-;0,89;
27.12.2019;3.169,30;3.134,75;3.175,02;3.134,75;-;1,10;
26.12.2019;3.134,80;3.085,82;3.134,87;3.085,82;-;1,59;
23.12.2019;3.085,82;3.051,86;3.087,13;3.051,86;-;1,11;
20.12.2019;3.051,80;3.026,27;3.053,56;3.026,27;-;0,84;
19.12.2019;3.026,27;3.011,59;3.028,74;3.011,59;-;0,49;
18.12.2019;3.011,59;2.996,62;3.011,89;2.996,62;-;0,50;
17.12.2019;2.996,62;2.989,99;2.999,37;2.989,99;-;0,22;
16.12.2019;2.989,96;2.981,03;2.991,76;2.980,31;-;0,30;
13.12.2019;2.981,04;2.971,83;2.987,01;2.971,83;-;0,31;
12.12.2019;2.971,83;2.958,78;2.972,37;2.958,78;-;0,44;
11.12.2019;2.958,78;2.945,90;2.959,58;2.945,12;-;0,44;
10.12.2019;2.945,86;2.934,71;2.946,69;2.932,97;-;0,38;
09.12.2019;2.934,71;2.931,27;2.936,26;2.927,50;-;0,12;
06.12.2019;2.931,27;2.919,17;2.934,94;2.919,17;-;0,41;
05.12.2019;2.919,17;2.916,27;2.923,90;2.916,27;-;0,10;
04.12.2019;2.916,28;2.907,53;2.920,63;2.907,53;-;0,30;
03.12.2019;2.907,52;2.891,75;2.908,70;2.891,75;-;0,55;
02.12.2019;2.891,75;2.890,26;2.898,10;2.887,81;-;0,05;
29.11.2019;2.890,26;2.884,54;2.892,73;2.884,17;-;0,20;
28.11.2019;2.884,48;2.877,26;2.888,86;2.874,72;-;0,25;
27.11.2019;2.877,26;2.876,61;2.881,83;2.871,99;-;0,02;
26.11.2019;2.876,59;2.872,59;2.878,87;2.871,42;-;0,14;
25.11.2019;2.872,55;2.872,09;2.874,32;2.866,55;-;0,02;
22.11.2019;2.872,09;2.859,14;2.872,67;2.859,14;-;0,45;
21.11.2019;2.859,15;2.852,13;2.864,11;2.851,94;-;0,25;
19.11.2019;2.852,15;2.838,35;2.855,79;2.838,35;-;0,49;
18.11.2019;2.838,35;2.829,72;2.840,44;2.829,72;-;0,30;
14.11.2019;2.829,72;2.824,79;2.833,04;2.824,79;-;0,17;
13.11.2019;2.824,79;2.827,77;2.833,31;2.824,79;-;-0,11;
12.11.2019;2.827,77;2.828,66;2.834,00;2.825,98;-;-0,03;
11.11.2019;2.828,66;2.833,05;2.837,44;2.828,46;-;-0,15;
08.11.2019;2.833,05;2.826,56;2.837,32;2.824,71;-;0,23;
07.11.2019;2.826,51;2.813,63;2.826,51;2.813,63;-;0,46;
06.11.2019;2.813,64;2.802,38;2.820,74;2.802,38;-;0,40;
05.11.2019;2.802,38;2.804,95;2.808,86;2.802,38;-;-0,09;
04.11.2019;2.804,89;2.795,73;2.805,92;2.795,73;-;0,33;
01.11.2019;2.795,75;2.791,99;2.798,59;2.781,12;-;0,14;
31.10.2019;2.791,98;2.778,20;2.792,03;2.775,95;-;0,50;
30.10.2019;2.778,21;2.769,63;2.778,21;2.769,63;-;0,31;
29.10.2019;2.769,70;2.769,04;2.775,86;2.768,94;-;0,02;
28.10.2019;2.769,04;2.766,40;2.770,37;2.764,37;-;0,10;
25.10.2019;2.766,40;2.758,91;2.768,93;2.758,91;-;0,27;
24.10.2019;2.758,91;2.755,39;2.762,66;2.755,02;-;0,13;
23.10.2019;2.755,39;2.747,44;2.759,59;2.747,44;-;0,29;
22.10.2019;2.747,45;2.741,21;2.750,26;2.740,43;-;0,23;
21.10.2019;2.741,27;2.726,30;2.741,35;2.725,94;-;0,55;
18.10.2019;2.726,26;2.717,22;2.727,06;2.717,22;-;0,33;
17.10.2019;2.717,31;2.715,95;2.720,25;2.715,95;-;0,06;
16.10.2019;2.715,72;2.706,08;2.716,40;2.706,08;-;0,36;
15.10.2019;2.706,09;2.697,48;2.706,17;2.697,48;-;0,32;
14.10.2019;2.697,47;2.696,68;2.700,54;2.694,02;-;0,03;
11.10.2019;2.696,63;2.689,04;2.696,84;2.689,04;-;0,28;
10.10.2019;2.689,04;2.684,53;2.690,28;2.684,53;-;0,17;
09.10.2019;2.684,61;2.682,96;2.686,86;2.682,52;-;0,06;
08.10.2019;2.682,96;2.681,53;2.686,31;2.681,53;-;0,05;
07.10.2019;2.681,53;2.682,48;2.685,22;2.681,16;-;-0,04;
04.10.2019;2.682,49;2.676,04;2.684,75;2.676,04;-;0,24;
03.10.2019;2.676,04;2.677,09;2.679,91;2.674,32;-;-0,03;
02.10.2019;2.676,91;2.677,01;2.680,01;2.673,37;-;-0,00;
01.10.2019;2.677,01;2.684,29;2.689,14;2.672,93;-;-0,27;
30.09.2019;2.684,26;2.677,81;2.685,24;2.677,81;-;0,24;
27.09.2019;2.677,78;2.669,55;2.678,18;2.669,55;-;0,31;
26.09.2019;2.669,54;2.672,35;2.674,91;2.669,54;-;-0,11;
25.09.2019;2.672,36;2.667,86;2.674,03;2.666,86;-;0,17;
24.09.2019;2.667,86;2.666,58;2.669,11;2.665,04;-;0,05;
23.09.2019;2.666,58;2.667,64;2.669,59;2.663,42;-;-0,04;
20.09.2019;2.667,64;2.664,54;2.669,43;2.664,54;-;0,12;
19.09.2019;2.664,49;2.658,99;2.665,99;2.658,99;-;0,21;
18.09.2019;2.659,00;2.659,01;2.662,71;2.658,00;-;0,00;
17.09.2019;2.658,98;2.655,75;2.660,72;2.655,75;-;0,12;
16.09.2019;2.655,74;2.658,17;2.660,47;2.655,70;-;-0,09;
13.09.2019;2.658,16;2.655,74;2.660,01;2.655,74;-;0,09;
12.09.2019;2.655,65;2.652,17;2.657,65;2.650,58;-;0,13;
11.09.2019;2.652,17;2.657,68;2.659,80;2.652,16;-;-0,21;
10.09.2019;2.657,64;2.658,11;2.661,63;2.654,07;-;-0,02;
09.09.2019;2.658,09;2.659,90;2.662,63;2.655,91;-;-0,06;
06.09.2019;2.659,71;2.660,15;2.663,43;2.658,17;-;-0,02;
05.09.2019;2.660,31;2.662,06;2.665,35;2.657,60;-;-0,07;
04.09.2019;2.662,14;2.657,49;2.662,61;2.656,78;-;0,18;
03.09.2019;2.657,43;2.656,73;2.662,23;2.656,14;-;0,03;
02.09.2019;2.656,72;2.656,69;2.660,25;2.651,45;-;0,00;
30.08.2019;2.656,69;2.639,44;2.657,12;2.639,44;-;0,65;
29.08.2019;2.639,44;2.632,17;2.639,67;2.629,30;-;0,28;
28.08.2019;2.632,17;2.624,23;2.632,25;2.621,54;-;0,30;
27.08.2019;2.624,23;2.621,43;2.626,37;2.620,79;-;0,11;
26.08.2019;2.621,43;2.627,44;2.629,85;2.617,51;-;-0,23;
23.08.2019;2.627,45;2.626,30;2.628,10;2.622,63;-;0,04;
22.08.2019;2.626,34;2.625,53;2.628,74;2.624,50;-;0,03;
21.08.2019;2.625,50;2.624,04;2.628,69;2.622,59;-;0,06;
20.08.2019;2.623,98;2.633,37;2.633,98;2.622,35;-;-0,36;
19.08.2019;2.633,37;2.637,13;2.638,36;2.629,63;-;-0,14;
16.08.2019;2.637,13;2.627,05;2.637,15;2.625,39;-;0,38;
15.08.2019;2.627,05;2.629,32;2.633,56;2.625,67;-;-0,09;
14.08.2019;2.629,32;2.635,90;2.637,95;2.629,26;-;-0,25;
13.08.2019;2.635,88;2.629,18;2.637,81;2.629,18;-;0,25;
12.08.2019;2.629,19;2.638,88;2.639,85;2.621,33;-;-0,37;
09.08.2019;2.638,89;2.650,85;2.653,35;2.636,11;-;-0,45;
08.08.2019;2.650,85;2.653,26;2.653,69;2.639,50;-;-0,09;
07.08.2019;2.653,35;2.649,55;2.654,16;2.649,40;-;0,14;
06.08.2019;2.649,55;2.647,27;2.651,99;2.646,37;-;0,09;
05.08.2019;2.647,27;2.661,61;2.661,74;2.645,45;-;-0,53;
02.08.2019;2.661,50;2.653,10;2.662,07;2.653,10;-;0,31;
01.08.2019;2.653,18;2.659,55;2.660,29;2.649,27;-;-0,24;
31.07.2019;2.659,55;2.650,15;2.660,67;2.650,15;-;0,35;
30.07.2019;2.650,15;2.644,16;2.650,17;2.643,00;-;0,23;
29.07.2019;2.644,17;2.633,54;2.644,17;2.633,54;-;0,40;
26.07.2019;2.633,75;2.626,06;2.634,26;2.626,06;-;0,30;
25.07.2019;2.625,78;2.628,66;2.634,06;2.625,78;-;-0,11;
24.07.2019;2.628,58;2.626,88;2.631,22;2.624,77;-;0,07;
23.07.2019;2.626,85;2.621,82;2.627,83;2.621,11;-;0,19;
22.07.2019;2.621,86;2.624,71;2.627,39;2.616,51;-;-0,11;
19.07.2019;2.624,71;2.628,92;2.630,78;2.624,71;-;-0,16;
18.07.2019;2.628,92;2.628,50;2.630,56;2.624,85;-;0,02;
17.07.2019;2.628,50;2.623,53;2.630,00;2.623,53;-;0,19;
16.07.2019;2.623,53;2.619,87;2.626,85;2.618,69;-;0,13;
15.07.2019;2.620,09;2.624,18;2.625,93;2.619,27;-;-0,16;
12.07.2019;2.624,18;2.625,44;2.628,82;2.619,03;-;-0,05;
11.07.2019;2.625,40;2.628,81;2.633,60;2.624,47;-;-0,12;
10.07.2019;2.628,66;2.637,94;2.638,37;2.626,83;-;-0,35;
08.07.2019;2.637,88;2.641,21;2.642,64;2.633,64;-;-0,13;
05.07.2019;2.641,22;2.634,93;2.641,94;2.634,93;-;0,24;
04.07.2019;2.634,87;2.639,02;2.639,95;2.628,29;-;-0,16;
03.07.2019;2.639,02;2.630,90;2.639,77;2.630,24;-;0,31;
02.07.2019;2.630,89;2.628,67;2.632,34;2.624,28;-;0,09;
01.07.2019;2.628,59;2.625,95;2.629,15;2.620,57;-;0,09;
28.06.2019;2.626,10;2.609,39;2.626,46;2.609,14;-;0,64;
27.06.2019;2.609,38;2.604,72;2.610,09;2.601,85;-;0,18;
26.06.2019;2.604,72;2.598,14;2.605,56;2.598,14;-;0,25;
25.06.2019;2.598,14;2.598,10;2.602,83;2.595,45;-;0,00;
24.06.2019;2.598,10;2.592,64;2.602,14;2.590,79;-;0,21;
21.06.2019;2.592,55;2.580,48;2.593,61;2.580,31;-;0,47;
19.06.2019;2.580,49;2.573,35;2.580,79;2.571,96;-;0,28;
18.06.2019;2.573,35;2.563,84;2.573,47;2.563,69;-;0,37;
17.06.2019;2.563,84;2.561,14;2.566,26;2.560,60;-;0,10;
14.06.2019;2.561,24;2.559,18;2.563,16;2.558,08;-;0,09;
13.06.2019;2.559,06;2.559,69;2.563,33;2.554,46;-;-0,03;
12.06.2019;2.559,73;2.560,29;2.563,98;2.557,46;-;-0,02;
11.06.2019;2.560,29;2.565,06;2.568,48;2.558,04;-;-0,19;
10.06.2019;2.565,06;2.567,99;2.569,22;2.561,43;-;-0,11;
07.06.2019;2.567,99;2.560,66;2.568,12;2.560,66;-;0,29;
06.06.2019;2.560,60;2.558,86;2.562,23;2.557,14;-;0,07;
05.06.2019;2.558,86;2.557,33;2.564,21;2.557,27;-;0,06;
04.06.2019;2.557,30;2.557,00;2.561,36;2.556,01;-;0,01;
03.06.2019;2.557,00;2.552,69;2.557,62;2.549,10;-;0,17;
31.05.2019;2.552,69;2.543,66;2.552,91;2.543,27;-;0,35;
30.05.2019;2.543,76;2.528,66;2.543,76;2.528,60;-;0,60;
29.05.2019;2.528,64;2.522,40;2.529,74;2.522,40;-;0,24;
28.05.2019;2.522,48;2.519,20;2.523,52;2.518,33;-;0,13;
27.05.2019;2.519,20;2.517,57;2.520,55;2.516,80;-;0,06;
24.05.2019;2.517,57;2.510,33;2.517,57;2.510,33;-;0,28;
23.05.2019;2.510,46;2.509,97;2.512,98;2.508,08;-;0,02;
22.05.2019;2.509,97;2.503,36;2.510,27;2.503,36;-;0,26;
21.05.2019;2.503,36;2.497,67;2.504,22;2.496,89;-;0,23;
20.05.2019;2.497,66;2.497,35;2.500,05;2.494,76;-;0,01;
17.05.2019;2.497,36;2.496,88;2.499,28;2.494,92;-;0,02;
16.05.2019;2.496,88;2.491,02;2.499,41;2.491,02;-;0,23;
15.05.2019;2.491,04;2.488,85;2.491,33;2.486,21;-;0,09;
14.05.2019;2.488,87;2.484,23;2.489,57;2.482,79;-;0,19;
13.05.2019;2.484,23;2.491,92;2.492,82;2.484,23;-;-0,31;
10.05.2019;2.491,99;2.493,30;2.496,04;2.490,53;-;-0,05;
09.05.2019;2.493,30;2.496,48;2.497,66;2.487,79;-;-0,13;
08.05.2019;2.496,46;2.496,18;2.497,92;2.493,91;-;0,02;
07.05.2019;2.496,06;2.496,54;2.501,41;2.494,61;-;-0,01;
06.05.2019;2.496,26;2.505,53;2.506,59;2.496,26;-;-0,37;
03.05.2019;2.505,47;2.503,68;2.505,65;2.501,00;-;0,07;
02.05.2019;2.503,68;2.508,44;2.512,82;2.500,80;-;-0,19;
30.04.2019;2.508,45;2.498,42;2.508,89;2.497,00;-;0,40;
29.04.2019;2.498,43;2.497,97;2.500,90;2.490,05;-;0,02;
26.04.2019;2.498,02;2.491,33;2.498,07;2.491,33;-;0,27;
25.04.2019;2.491,30;2.492,85;2.497,08;2.489,84;-;-0,06;
24.04.2019;2.492,85;2.493,94;2.497,79;2.491,37;-;-0,04;
23.04.2019;2.493,87;2.491,65;2.494,73;2.488,57;-;0,09;
22.04.2019;2.491,70;2.492,38;2.495,62;2.490,60;-;-0,03;
18.04.2019;2.492,38;2.487,01;2.492,38;2.483,85;-;0,22;
17.04.2019;2.486,97;2.483,71;2.489,07;2.483,17;-;0,12;
16.04.2019;2.483,87;2.487,86;2.491,38;2.482,81;-;-0,16;
15.04.2019;2.487,86;2.483,05;2.487,87;2.481,77;-;0,19;
12.04.2019;2.483,05;2.486,52;2.488,98;2.481,98;-;-0,14;
11.04.2019;2.486,53;2.481,80;2.486,53;2.481,78;-;0,19;
10.04.2019;2.481,79;2.481,74;2.484,82;2.478,44;-;0,00;
09.04.2019;2.481,74;2.480,39;2.484,43;2.476,12;-;0,05;
08.04.2019;2.480,40;2.484,62;2.491,57;2.478,95;-;-0,17;
05.04.2019;2.484,62;2.485,92;2.488,61;2.479,34;-;-0,05;
04.04.2019;2.485,93;2.486,10;2.488,84;2.483,66;-;-0,01;
03.04.2019;2.486,18;2.482,54;2.488,65;2.482,54;-;0,15;
02.04.2019;2.482,52;2.481,83;2.486,55;2.480,94;-;0,03;
01.04.2019;2.481,83;2.482,94;2.490,21;2.480,99;-;-0,04;
29.03.2019;2.482,92;2.476,63;2.485,08;2.476,63;-;0,26;
28.03.2019;2.476,54;2.473,98;2.480,16;2.472,92;-;0,10;
27.03.2019;2.474,00;2.480,79;2.483,61;2.473,49;-;-0,27;
26.03.2019;2.480,79;2.474,07;2.481,37;2.474,07;-;0,28;
25.03.2019;2.473,97;2.471,34;2.477,77;2.471,20;-;0,11;
22.03.2019;2.471,35;2.481,88;2.483,91;2.471,26;-;-0,42;
21.03.2019;2.481,88;2.483,06;2.485,86;2.476,70;-;-0,05;
20.03.2019;2.483,05;2.480,16;2.486,07;2.480,16;-;0,12;
19.03.2019;2.480,17;2.485,35;2.486,33;2.478,32;-;-0,21;
18.03.2019;2.485,35;2.482,78;2.486,70;2.482,19;-;0,10;
15.03.2019;2.482,77;2.471,03;2.482,83;2.471,03;-;0,48;
14.03.2019;2.471,00;2.464,85;2.472,70;2.464,85;-;0,25;
13.03.2019;2.464,91;2.464,71;2.470,69;2.461,23;-;0,01;
12.03.2019;2.464,68;2.463,50;2.467,91;2.463,02;-;0,05;
11.03.2019;2.463,50;2.460,07;2.466,49;2.459,98;-;0,14;
08.03.2019;2.460,07;2.457,09;2.464,84;2.457,09;-;0,12;
07.03.2019;2.457,09;2.451,68;2.457,52;2.447,66;-;0,22;
06.03.2019;2.451,68;2.444,36;2.452,24;2.444,36;-;0,30;
01.03.2019;2.444,36;2.434,61;2.445,74;2.433,66;-;0,40;
28.02.2019;2.434,56;2.420,90;2.434,61;2.419,71;-;0,57;
27.02.2019;2.420,88;2.409,53;2.421,25;2.409,53;-;0,47;
26.02.2019;2.409,46;2.403,91;2.411,12;2.403,91;-;0,23;
25.02.2019;2.403,93;2.413,90;2.417,79;2.403,52;-;-0,41;
22.02.2019;2.413,90;2.409,82;2.414,57;2.408,63;-;0,17;
21.02.2019;2.409,82;2.418,27;2.422,48;2.409,82;-;-0,35;
20.02.2019;2.418,26;2.413,24;2.419,99;2.413,24;-;0,21;
19.02.2019;2.413,19;2.413,50;2.417,76;2.413,04;-;-0,01;
18.02.2019;2.413,48;2.406,60;2.413,78;2.406,60;-;0,27;
15.02.2019;2.406,91;2.403,99;2.409,34;2.403,99;-;0,12;
14.02.2019;2.404,01;2.403,96;2.408,84;2.402,08;-;0,00;
